present_phon	past_phon	freq	present_orth	past_orth	class
lÈubrIket	lÈubrIket«d	27	lubricate	lubricated	reg
nÈoz	nÈozd	27	nose	nosed	reg
ovÕpÈWÕ	ovÕpÈWÕd	27	overpower	overpowered	reg
pÈen	pÈend	27	pain	pained	reg
pÈQndÕ	pÈQndÕd	27	pander	pandered	reg
pÈ	pÈd	27	paw	pawed	reg
pÈn	pÈnd	27	pawn	pawned	reg
kwÈantIfY	kwÈantIfYd	27	quantify	quantified	reg
rÈEv	rÈEvd	27	rev	revved	reg
rIvÈok	rIvÈokt	27	revoke	revoked	reg
rÈÃf	rÈÃft	27	rough	roughed	reg
skÈld	skÈld«d	27	scald	scalded	reg
sÈYf«n	sÈYf«nd	27	siphon	siphoned	reg
skÈItÕ	skÈItÕd	27	skitter	skittered	reg
skÈÃlk	skÈÃlkt	27	skulk	skulked	reg
skwÈab«l	skwÈab«ld	27	squabble	squabbled	reg
s«bstÈQnSiet	s«bstÈQnSiet«d	27	substantiate	substantiated	reg
tÈot	tÈot«d	27	tote	toted	reg
wÈls	wÈlst	27	waltz	waltzed	reg
wÈÕm	wÈÕmd	27	worm	wormed	reg
bÈu	bÈud	26	boo	booed	reg
bÈÃfIt	bÈÃfIt«d	26	buffet	buffeted	reg
sÈEnSÕ	sÈEnSÕd	26	censure	censured	reg
klÈÃb	klÈÃbd	26	club	clubbed	reg
k«nvÈÃls	k«nvÈÃlst	26	convulse	convulsed	reg
kÈors	kÈorst	26	course	coursed	reg
krÈINk«l	krÈINk«ld	26	crinkle	crinkled	reg
dIspÈirIt	dIspÈirIt«d	26	dispirit	dispirited	reg
f«tÈig	f«tÈigd	26	fatigue	fatigued	reg
flÈem	flÈemd	26	flame	flamed	reg
flÈe	flÈed	26	flay	flayed	reg
forwÈorn	forwÈornd	26	forewarn	forewarned	reg
frÈIsk	frÈIskt	26	frisk	frisked	reg
frÈT	frÈTt	26	froth	frothed	reg
gÈÃz«l	gÈÃz«ld	26	guzzle	guzzled	reg
hÈEk«l	hÈEk«ld	26	heckle	heckled	reg
ÈYt«mYz	ÈYt«mYzd	26	itemize	itemized	reg
m«lÈYn	m«lÈYnd	26	malign	maligned	reg
m«rÈun	m«rÈund	26	maroon	marooned	reg
mÈartÕ	mÈartÕd	26	martyr	martyred	reg
mÈEn«s	mÈEn«st	26	menace	menaced	reg
mÈEnstruet	mÈEnstruet«d	26	menstruate	menstruated	reg
mIsrÈid	mIsrÈEd	26	misread		irreg
mÈÃSrum	mÈÃSrumd	26	mushroom	mushroomed	reg
nÈIknem	nÈIknemd	26	nickname	nicknamed	reg
ovÕrÈul	ovÕrÈuld	26	overrule	overruled	reg
pÈis	pÈist	26	piece	pieced	reg
pÈatÕ	pÈatÕd	26	potter	pottered	reg
priÈEmpt	priÈEmpt«d	26	pre-empt	pre-empted	reg
kwÈori	kwÈorid	26	quarry	quarried	reg
rIlÈEnt	rIlÈEnt«d	26	relent	relented	reg
rÈuZ	rÈuZd	26	rouge	rouged	reg
sÈim	sÈimd	26	seam	seamed	reg
stÈIgm«tYz	stÈIgm«tYzd	26	stigmatize	stigmatized	reg
stÈÃltIfY	stÈÃltIfYd	26	stultify	stultified	reg
s«fjÈuz	s«fjÈuzd	26	suffuse	suffused	reg
swÈun	swÈund	26	swoon	swooned	reg
tÈi	tÈid	26	tee	teed	reg
trQnskrÈYb	trQnskrÈYbd	26	transcribe	transcribed	reg
trÈÃmpIt	trÈÃmpIt«d	26	trumpet	trumpeted	reg
ÃndÕpÈe	ÃndÕpÈed	26	underpay	underpaid	reg
vÈarnIS	vÈarnISt	26	varnish	varnished	reg
vÈEntIlet	vÈEntIlet«d	26	ventilate	ventilated	reg
wÈev	wÈevd	26	waive	waived	reg
wÈUlf	wÈUlft	26	wolf	wolfed	reg
ÈQJItet	ÈQJItet«d	25	agitate	agitated	reg
Èer	Èerd	25	air	aired	reg
bÈQJÕ	bÈQJÕd	25	badger	badgered	reg
bÈartÕ	bÈartÕd	25	barter	bartered	reg
bIdÈEv«l	bIdÈEv«ld	25	bedevil	bedevilled	reg
bIlÈigÕ	bIlÈigÕd	25	beleaguer	beleaguered	reg
bÈUldoz	bÈUldozd	25	bulldoze	bulldozed	reg
k«vÈort	k«vÈort«d	25	cavort	cavorted	reg
CÈQp	CÈQpt	25	chap	chapped	reg
CÈes«n	CÈes«nd	25	chasten	chastened	reg
sÈÕk«mskrYb	sÈÕk«mskrYbd	25	circumscribe	circumscribed	reg
klÈÃk	klÈÃkt	25	cluck	clucked	reg
kÈost	kÈost«d	25	coast	coasted	reg
k«lÈEktIvYz	k«lÈEktIvYzd	25	collectivize	collectivized	reg
k«nskrÈIpt	k«nskrÈIpt«d	25	conscript	conscripted	reg
kantr«vÈin	kantr«vÈind	25	contravene	contravened	reg
dIlÈIniet	dIlÈIniet«d	25	delineate	delineated	reg
dirÈYd	dirÈYd«d	25	deride	derided	reg
dIsIntÈQNg«l	dIsIntÈQNg«ld	25	disentangle	disentangled	reg
dIshÈart«n	dIshÈart«nd	25	dishearten	disheartened	reg
drÈl	drÈld	25	drawl	drawled	reg
ÈEdi	ÈEdid	25	eddy	eddied	reg
ImÈeSiet	ImÈeSiet«d	25	emaciate	emaciated	reg
ImbÈs	ImbÈst	25	emboss	embossed	reg
InfÈold	InfÈold«d	25	enfold	enfolded	reg
InskÈans	InskÈanst	25	ensconce	ensconced	reg
frÈik	frÈikt	25	freak	freaked	reg
IntÈÕn«lYz	IntÈÕn«lYzd	25	internalize	internalized	reg
lÈEvÕ	lÈEvÕd	25	lever	levered	reg
lÈab	lÈabd	25	lob	lobbed	reg
mIstrÈÃst	mIstrÈÃst«d	25	mistrust	mistrusted	reg
nÈQvIget	nÈQvIget«d	25	navigate	navigated	reg
ovÕstÈet	ovÕstÈet«d	25	overstate	overstated	reg
pÈepÕ	pÈepÕd	25	paper	papered	reg
pÈEd«l	pÈEd«ld	25	peddle	peddled	reg
pjUrÈe	pjUrÈed	25	puree	pureed	reg
kwÈevÕ	kwÈevÕd	25	quaver	quavered	reg
kwÈEnC	kwÈEnCt	25	quench	quenched	reg
kwÈEst	kwÈEst«d	25	quest	quested	reg
riprÈInt	riprÈInt«d	25	reprint	reprinted	reg
rÈuf	rÈuft	25	roof	roofed	reg
skrÈWnJ	skrÈWnJd	25	scrounge	scrounged	reg
skÈÃd	skÈÃd«d	25	scud	scudded	reg
sÈid	sÈid«d	25	seed	seeded	reg
SÈEpÕd	SÈEpÕd«d	25	shepherd	shepherded	reg
SÈUS	SÈUSt	25	shush	shushed	reg
snÈYp	snÈYpt	25	snipe	sniped	reg
sprEdÈig«l	sprEdÈig«ld	25	spreadeagle	spreadeagled	reg
ÃndÕrÈYt	ÃndÕrÈot	25	underwrite	underwrote	irreg
vÈWCsef	vÈWCseft	25	vouchsafe	vouchsafed	reg
CÈamp	CÈampt	24	chomp	chomped	reg
kÈasIt	kÈasIt«d	24	cosset	cosseted	reg
kÈÕtsi	kÈÕtsid	24	curtsy	curtsied	reg
dIzÈIst	dIzÈIst«d	24	desist	desisted	reg
dIsklÈem	dIsklÈemd	24	disclaim	disclaimed	reg
dÈIC	dÈICt	24	ditch	ditched	reg
dÈaktÕ	dÈaktÕd	24	doctor	doctored	reg
dÈud«l	dÈud«ld	24	doodle	doodled	reg
drÈEJ	drÈEJd	24	dredge	dredged	reg
dÈu«l	dÈu«ld	24	duel	duelled	reg
InÈum«ret	InÈum«ret«d	24	enumerate	enumerated	reg
IkstÈÕn«lYz	IkstÈÕn«lYzd	24	externalize	externalized	reg
fÈQbrIket	fÈQbrIket«d	24	fabricate	fabricated	reg
flÈWt	flÈWt«d	24	flout	flouted	reg
fÈÕDÕ	fÈÕDÕd	24	further	furthered	reg
JÈÕm«net	JÈÕm«net«d	24	germinate	germinated	reg
glÈs	glÈst	24	gloss	glossed	reg
hÈÃmb«l	hÈÃmb«ld	24	humble	humbled	reg
InvÈQlIdet	InvÈQlIdet«d	24	invalidate	invalidated	reg
mÈQnIkjUr	mÈQnIkjUrd	24	manicure	manicured	reg
mÈES	mÈESt	24	mesh	meshed	reg
mÈÃl	mÈÃld	24	mull	mulled	reg
ovÕlÈe	ovÕlÈed	24	overlay	overlaid	reg
pÈYn	pÈYnd	24	pine	pined	reg
pÈIv«t	pÈIv«t«d	24	pivot	pivoted	reg
plÈit	plÈit«d	24	pleat	pleated	reg
rÈibWnd	rÈibWnd«d	24	rebound	rebounded	reg
rIgrÈEs	rIgrÈEst	24	regress	regressed	reg
rIlÈQps	rIlÈQpst	24	relapse	relapsed	reg
rÈYf«l	rÈYf«ld	24	rifle	rifled	reg
rÈIvIt	rÈIvIt«d	24	rivet	riveted	reg
SrÈIl	SrÈIld	24	shrill	shrilled	reg
snÈIv«l	snÈIv«ld	24	snivel	snivelled	reg
sÈad	sÈad«d	24	sod		reg
spÈe	spÈed	24	spay	spayed	reg
stÈIl	stÈIld	24	still	stilled	reg
sÈINkr«nYz	sÈINkr«nYzd	24	synchronize	synchronized	reg
tÈÃf«n	tÈÃf«nd	24	toughen	toughened	reg
trQnsfÈIgjÕ	trQnsfÈIgjÕd	24	transfigure	transfigured	reg
trQnspÈoz	trQnspÈozd	24	transpose	transposed	reg
tÈÃn«l	tÈÃn«ld	24	tunnel	tunnelled	reg
twÈQN	twÈQNd	24	twang	twanged	reg
ÃnmÈQsk	ÃnmÈQskt	24	unmask	unmasked	reg
wÈiri	wÈirid	24	weary	wearied	reg
wÈIg«l	wÈIg«ld	24	wiggle	wiggled	reg
rÈik	rÈikt	24	wreak	wreaked	reg
QbsÈEnt	QbsÈEnt«d	23	absent	absented	reg
QbstrÈQkt	QbstrÈQkt«d	23	abstract	abstracted	reg
«kÈÃst«m	«kÈÃst«md	23	accustom	accustomed	reg
bÈQndi	bÈQndid	23	bandy	bandied	reg
bIgÈYl	bIgÈYld	23	beguile	beguiled	reg
bÈIkÕ	bÈIkÕd	23	bicker	bickered	reg
bÈot	bÈot«d	23	boat	boated	reg
bÈod	bÈod«d	23	bode	boded	reg
bÈaC	bÈaCt	23	botch	botched	reg
kÈQnt	kÈQnt«d	23	cant	canted	reg
kÈepÕ	kÈepÕd	23	caper	capered	reg
klÈak	klÈakt	23	clock	clocked	reg
koÈapt	koÈapt«d	23	co-opt	co-opted	reg
kam«ndÈir	kam«ndÈird	23	commandeer	commandeered	reg
kroSÈe	kroSÈed	23	crochet	crocheted	reg
krusÈed	krusÈed«d	23	crusade	crusaded	reg
dÈen	dÈend	23	deign	deigned	reg
dimÈot	dimÈot«d	23	demote	demoted	reg
dÈEsIkret	dÈEsIkret«d	23	desecrate	desecrated	reg
dÈIsloket	dÈIsloket«d	23	dislocate	dislocated	reg
dIsÈori«nt	dIsÈori«nt«d	23	disorient	disoriented	reg
InTrÈl	InTrÈld	23	enthral	enthralled	reg
InvÈIZ«n	InvÈIZ«nd	23	envision	envisioned	reg
IgzÈan«ret	IgzÈan«ret«d	23	exonerate	exonerated	reg
flÈÃdlYt	flÈÃdlYt«d	23	floodlight	floodlighted	reg
forSÈQdo	forSÈQdod	23	foreshadow	foreshadowed	reg
hÈer	hÈerd	23	hare	hared	reg
IntÕmÈINg«l	IntÕmÈINg«ld	23	intermingle	intermingled	reg
WtflÈQNk	WtflÈQNkt	23	outflank	outflanked	reg
ovÕrÈet	ovÕrÈet«d	23	overrate	overrated	reg
priÈakjUpY	priÈakjUpYd	23	preoccupy	preoccupied	reg
prÈES«rYz	prÈES«rYzd	23	pressurize	pressurized	reg
prÈIk«l	prÈIk«ld	23	prickle	prickled	reg
rEk«nÈOtÕ	rEk«nÈOtÕd	23	reconnoitre	reconnoitred	reg
rIkÈup	rIkÈupt	23	recoup	recouped	reg
rÈIm	rÈImd	23	rim	rimmed	reg
skÈim	skÈimd	23	scheme	schemed	reg
skÈul	skÈuld	23	school	schooled	reg
skÈut	skÈut«d	23	scoot	scooted	reg
skÈY	skÈYd	23	sky	skied	reg
splÈe	splÈed	23	splay	splayed	reg
skwÈElC	skwÈElCt	23	squelch	squelched	reg
stÈQS	stÈQSt	23	stash	stashed	reg
s«bsÈum	s«bsÈumd	23	subsume	subsumed	reg
tÈIl	tÈIld	23	till	tilled	reg
tÈad«l	tÈad«ld	23	toddle	toddled	reg
tÈon	tÈond	23	tone	toned	reg
torpÈido	torpÈidod	23	torpedo	torpedoed	reg
ÃndÕvÈQlju	ÃndÕvÈQljud	23	undervalue	undervalued	reg
ÃnfÈÕl	ÃnfÈÕld	23	unfurl	unfurled	reg
ÃnhÈUk	ÃnhÈUkt	23	unhook	unhooked	reg
vÈEst	vÈEst«d	23	vest	vested	reg
wÈIni	wÈInid	23	whinny	whinnied	reg
«klÈYm«tYz	«klÈYm«tYzd	22	acclimatize	acclimatized	reg
Èep	Èept	22	ape	aped	reg
blÈÃbÕ	blÈÃbÕd	22	blubber	blubbered	reg
kÈQntÕ	kÈQntÕd	22	canter	cantered	reg
CÈk	CÈkt	22	chalk	chalked	reg
krÈanIk«l	krÈanIk«ld	22	chronicle	chronicled	reg
klÈWn	klÈWnd	22	clown	clowned	reg
dIkÈQpItet	dIkÈQpItet«d	22	decapitate	decapitated	reg
dÈEsImet	dÈEsImet«d	22	decimate	decimated	reg
IstrÈenJ	IstrÈenJd	22	estrange	estranged	reg
IgzÈlt	IgzÈlt«d	22	exalt	exalted	reg
gÈarb«l	gÈarb«ld	22	garble	garbled	reg
hÈQzÕd	hÈQzÕd«d	22	hazard	hazarded	reg
hÈÃNgÕ	hÈÃNgÕd	22	hunger	hungered	reg
ImpÈÕs«net	ImpÈÕs«net«d	22	impersonate	impersonated	reg
ImpÈWnd	ImpÈWnd«d	22	impound	impounded	reg
InfrÈInJ	InfrÈInJd	22	infringe	infringed	reg
mIsfÈYÕ	mIsfÈYÕd	22	misfire	misfired	reg
mÈortIfY	mÈortIfYd	22	mortify	mortified	reg
Èstr«sYz	Èstr«sYzd	22	ostracize	ostracized	reg
kwÈaS	kwÈaSt	22	quash	quashed	reg
rÈQvIS	rÈQvISt	22	ravish	ravished	reg
rikÈInd«l	rikÈInd«ld	22	rekindle	rekindled	reg
rIpÈÃls	rIpÈÃlst	22	repulse	repulsed	reg
slÈag	slÈagd	22	slog	slogged	reg
smÈElt	smÈElt«d	22	smelt	smelted	reg
sÈoJÕn	sÈoJÕnd	22	sojourn	sojourned	reg
sÈadÕ	sÈadÕd	22	solder	soldered	reg
spÈirhEd	spÈirhEd«d	22	spearhead	spearheaded	reg
sprÈen	sprÈend	22	sprain	sprained	reg
stÈakpYl	stÈakpYld	22	stockpile	stockpiled	reg
sÈÃblImet	sÈÃblImet«d	22	sublimate	sublimated	reg
sÈÃp	sÈÃpt	22	sup	supped	reg
«tÈEnjuet	«tÈEnjuet«d	21	attenuate	attenuated	reg
bÈIC	bÈICt	21	bitch	bitched	reg
blÈYndfold	blÈYndfold«d	21	blindfold	blindfolded	reg
bÈat«lfid	bÈat«lfEd	21	bottle-feed	bottle-fed	irreg
brÈYd«l	brÈYd«ld	21	bridle	bridled	reg
bÈÃNg«l	bÈÃNg«ld	21	bungle	bungled	reg
bÈÕnIS	bÈÕnISt	21	burnish	burnished	reg
bÈÃs	bÈÃst	21	bus	bused	reg
dIpÈoz	dIpÈozd	21	depose	deposed	reg
dIsÈEnt	dIsÈEnt«d	21	dissent	dissented	reg
dÈIzi	dÈIzid	21	dizzy	dizzied	reg
ImbÈam	ImbÈamd	21	embalm	embalmed	reg
IkstrÈud	IkstrÈud«d	21	extrude	extruded	reg
fÈerIt	fÈerIt«d	21	ferret	ferreted	reg
fÈYn«lYz	fÈYn«lYzd	21	finalize	finalized	reg
flÈEk	flÈEkt	21	fleck	flecked	reg
frÈES«n	frÈES«nd	21	freshen	freshened	reg
grÈav«l	grÈav«ld	21	grovel	grovelled	reg
ÈYd«lYz	ÈYd«lYzd	21	idolize	idolized	reg
IntÕpÈoz	IntÕpÈozd	21	interpose	interposed	reg
ÈÕk	ÈÕkt	21	irk	irked	reg
JÈIg«l	JÈIg«ld	21	jiggle	jiggled	reg
mÈlt	mÈlt«d	21	malt	malted	reg
mÈÃg	mÈÃgd	21	mug	mugged	reg
nÈQp	nÈQpt	21	nap	napped	reg
WtrÈÃn	WtrÈQn	21	outrun	outran	irreg
pÈl	pÈld	21	pall	palled	reg
pÈQlpItet	pÈQlpItet«d	21	palpitate	palpitated	reg
pÈQt«nt	pÈQt«nt«d	21	patent	patented	reg
pÈik	pÈikt	21	peak	peaked	reg
pÈÕk«let	pÈÕk«let«d	21	percolate	percolated	reg
pridIspÈoz	pridIspÈozd	21	predispose	predisposed	reg
pÈÃlv«rYz	pÈÃlv«rYzd	21	pulverize	pulverized	reg
rIfrÈIJ«ret	rIfrÈIJ«ret«d	21	refrigerate	refrigerated	reg
rÈEz«net	rÈEz«net«d	21	resonate	resonated	reg
rÈIk«Se	rÈIk«Sed	21	ricochet	ricochetted	reg
rÈYt	rÈYt«d	21	right	righted	reg
rÈamp	rÈampt	21	romp	romped	reg
skrÈYb	skrÈYbd	21	scribe	scribed	reg
skÈÃlpt	skÈÃlpt«d	21	sculpt	sculpted	reg
SÈu	SÈud	21	shoo	shooed	reg
SÈor	SÈord	21	shore	shored	reg
sÈIlvÕ	sÈIlvÕd	21	silver	silvered	reg
spÈQNg«l	spÈQNg«ld	21	spangle	spangled	reg
swÈQgÕ	swÈQgÕd	21	swagger	swaggered	reg
swÈIg	swÈIgd	21	swig	swigged	reg
tÈItÕ	tÈItÕd	21	titter	tittered	reg
trÈÃs	trÈÃst	21	truss	trussed	reg
ÃpstÈeJ	ÃpstÈeJd	21	upstage	upstaged	reg
wÈEt	wÈEt«d	21	whet	whetted	reg
rÈN	rÈNd	21	wrong	wronged	reg
jÈElp	jÈElpt	21	yelp	yelped	reg
«nÈEsT«tYz	«nÈEsT«tYzd	20	anaesthetize	anaesthetized	reg
QntÈQg«nYz	QntÈQg«nYzd	20	antagonize	antagonized	reg
bIgrÈÃJ	bIgrÈÃJd	20	begrudge	begrudged	reg
bÈuz	bÈuzd	20	booze	boozed	reg
brÈanz	brÈanzd	20	bronze	bronzed	reg
kÈor«s	kÈor«st	20	chorus	chorused	reg
klÈOstÕ	klÈOstÕd	20	cloister	cloistered	reg
kÈans«met	kÈans«met«d	20	consummate	consummated	reg
dik«mpÈoz	dik«mpÈozd	20	decompose	decomposed	reg
dÈImp«l	dÈImp«ld	20	dimple	dimpled	reg
dIsÈeb«l	dIsÈeb«ld	20	disable	disabled	reg
dIsgÈorJ	dIsgÈorJd	20	disgorge	disgorged	reg
dIsInhÈerIt	dIsInhÈerIt«d	20	disinherit	disinherited	reg
drÈWz	drÈWzd	20	drowse	drowsed	reg
IlÈusIdet	IlÈusIdet«d	20	elucidate	elucidated	reg
ImbÈold«n	ImbÈold«nd	20	embolden	emboldened	reg
fÈn	fÈnd	20	fawn	fawned	reg
fÈIkset	fÈIkset«d	20	fixate	fixated	reg
hÈQndkÃf	hÈQndkÃft	20	handcuff	handcuffed	reg
hamÈaJ«nYz	hamÈaJ«nYzd	20	homogenize	homogenized	reg
IltrÈit	IltrÈit«d	20	ill-treat	ill-treated	reg
ImbÈYb	ImbÈYbd	20	imbibe	imbibed	reg
IntÕsÈid	IntÕsÈid«d	20	intercede	interceded	reg
JÈIg	JÈIgd	20	jig	jigged	reg
lÈQkÕ	lÈQkÕd	20	lacquer	lacquered	reg
lÈaDÕ	lÈaDÕd	20	lather	lathered	reg
mIsk«nsÈiv	mIsk«nsÈivd	20	misconceive	misconceived	reg
nanplÈÃs	nanplÈÃst	20	nonplus	nonplussed	reg
«fÈISiet	«fÈISiet«d	20	officiate	officiated	reg
Èorn«mEnt	Èorn«mEnt«d	20	ornament	ornamented	reg
Èorf«n	Èorf«nd	20	orphan	orphaned	reg
pÈeri	pÈerid	20	parry	parried	reg
partÈIS«n	partÈIS«nd	20	partition	partitioned	reg
pÈIknIk	pÈIknIkt	20	picnic	picnicked	reg
plÈen	plÈend	20	plane	planed	reg
pri«rÈenJ	pri«rÈenJd	20	prearrange	prearranged	reg
pÕlÈOn	pÕlÈOnd	20	purloin	purloined	reg
rÈQsp	rÈQspt	20	rasp	rasped	reg
rilÈod	rilÈod«d	20	reload	reloaded	reg
rIsÈInd	rIsÈInd«d	20	rescind	rescinded	reg
risÈEt«l	risÈEt«ld	20	resettle	resettled	reg
rÈitel	rÈiteld	20	retail	retailed	reg
rÈIf«l	rÈIf«ld	20	riffle	riffled	reg
rÈÃt	rÈÃt«d	20	rut	rutted	reg
sÈQNktIfY	sÈQNktIfYd	20	sanctify	sanctified	reg
skÈÃlpCÕ	skÈÃlpCÕd	20	sculpture	sculptured	reg
SÈu	SÈud	20	shoe	shod	reg
sÈYdtrQk	sÈYdtrQkt	20	sidetrack	sidetracked	reg
spÈar	spÈard	20	spar	sparred	reg
stÈEns«l	stÈEns«ld	20	stencil	stencilled	reg
strÈimlYn	strÈimlYnd	20	streamline	streamlined	reg
tÈar	tÈard	20	tar	tarred	reg
twÈik	twÈikt	20	tweak	tweaked	reg
ÈÃndÕskor	ÈÃndÕskord	20	underscore	underscored	reg
ÈÕb«nYz	ÈÕb«nYzd	20	urbanize	urbanized	reg
vÈQkjum	vÈQkjumd	20	vacuum	vacuumed	reg
wÈal«p	wÈal«pt	20	wallop	walloped	reg
rÈiD	rÈiDd	20	wreathe	wreathed	reg
«bdÈÃkt	«bdÈÃkt«d	19	abduct	abducted	reg
bItÈok«n	bItÈok«nd	19	betoken	betokened	reg
kÈQptIn	kÈQptInd	19	captain	captained	reg
k«kÈun	k«kÈund	19	cocoon	cocooned	reg
kÈadIfY	kÈadIfYd	19	codify	codified	reg
dÈQm	dÈQmd	19	dam	dammed	reg
dÈIgnIfY	dÈIgnIfYd	19	dignify	dignified	reg
dIsImbÈark	dIsImbÈarkt	19	disembark	disembarked	reg
dÈop	dÈopt	19	dope	doped	reg
InTÈuz	InTÈuzd	19	enthuse	enthused	reg
IvÈIns	IvÈInst	19	evince	evinced	reg
IkskrÈit	IkskrÈit«d	19	excrete	excreted	reg
frÈalIk	frÈalIkt	19	frolic	frolicked	reg
fÈÃn«l	fÈÃn«ld	19	funnel	funnelled	reg
gÈag«l	gÈag«ld	19	goggle	goggled	reg
gÈor	gÈord	19	gore	gored	reg
grÈes	grÈest	19	grace	graced	reg
gÃfÈ	gÃfÈd	19	guffaw	guffawed	reg
hÈarm«nYz	hÈarm«nYzd	19	harmonize	harmonized	reg
ÈInkÃlket	ÈInkÃlket«d	19	inculcate	inculcated	reg
mEt«mÈorfoz	mEt«mÈorfozd	19	metamorphose	metamorphosed	reg
mIsdirÈEkt	mIsdirÈEkt«d	19	misdirect	misdirected	reg
ÈWt	ÈWt«d	19	out	outed	reg
ovÕrIkspÈoz	ovÕrIkspÈozd	19	overexpose	overexposed	reg
ovÕSÈut	ovÕSÈat	19	overshoot	overshot	irreg
pÈel	pÈeld	19	pale	paled	reg
pÈartnÕ	pÈartnÕd	19	partner	partnered	reg
p«lÈItIsYz	p«lÈItIsYzd	19	politicize	politicized	reg
pÈÃlp	pÈÃlpt	19	pulp	pulped	reg
rQmpÈeJ	rQmpÈeJd	19	rampage	rampaged	reg
rIbÈÃf	rIbÈÃft	19	rebuff	rebuffed	reg
rIkÈup«ret	rIkÈup«ret«d	19	recuperate	recuperated	reg
rÈen	rÈend	19	rein	reined	reg
rIprÈiv	rIprÈivd	19	reprieve	reprieved	reg
rIvÈYl	rIvÈYld	19	revile	reviled	reg
rÈYm	rÈYmd	19	rhyme	rhymed	reg
sÈQvIJ	sÈQvIJd	19	savage	savaged	reg
SÈÃt«l	SÈÃt«ld	19	shuttle	shuttled	reg
sÈYdstEp	sÈYdstEpt	19	sidestep	sidestepped	reg
skÈImp	skÈImpt	19	skimp	skimped	reg
slÈu	slÈud	19	slew	slewed	reg
snÈer	snÈerd	19	snare	snared	reg
sÈolJÕ	sÈolJÕd	19	soldier	soldiered	reg
sÈÃbJ«get	sÈÃbJ«get«d	19	subjugate	subjugated	reg
sÈÃn	sÈÃnd	19	sun	sunned	reg
tÈElIgrQf	tÈElIgrQft	19	telegraph	telegraphed	reg
tÈEn«nt	tÈEn«nt«d	19	tenant	tenanted	reg
tÈut	tÈut«d	19	toot	tooted	reg
ÃndÕstÈet	ÃndÕstÈet«d	19	understate	understated	reg
«mÈilj«ret	«mÈilj«ret«d	18	ameliorate	ameliorated	reg
ÈQtr«fi	ÈQtr«fid	18	atrophy	atrophied	reg
dÈIS«n	dÈIS«nd	18	audition	auditioned	reg
b«lÈun	b«lÈund	18	balloon	ballooned	reg
bIhÈEd	bIhÈEd«d	18	behead	beheaded	reg
blÈÃd	blÈÃd«d	18	blood	blooded	reg
brÈUk	brÈUkt	18	brook	brooked	reg
kÈQpsYz	kÈQpsYzd	18	capsize	capsized	reg
k«rÈin	k«rÈind	18	careen	careened	reg
CÈÕp	CÈÕpt	18	chirp	chirped	reg
CÈIz«l	CÈIz«ld	18	chisel	chiselled	reg
kÈad«l	kÈad«ld	18	coddle	coddled	reg
krÈImp	krÈImpt	18	crimp	crimped	reg
dÈQp«l	dÈQp«ld	18	dapple	dappled	reg
dIfÈes	dIfÈest	18	deface	defaced	reg
dÈEf«ket	dÈEf«ket«d	18	defecate	defecated	reg
dIsImbÈW«l	dIsImbÈW«ld	18	disembowel	disembowelled	reg
dÃb«lkrÈs	dÃb«lkrÈst	18	double-cross	double-crossed	reg
InkÈÃmbÕ	InkÈÃmbÕd	18	encumber	encumbered	reg
InÈob«l	InÈob«ld	18	ennoble	ennobled	reg
InÈÃnsiet	InÈÃnsiet«d	18	enunciate	enunciated	reg
f«mÈIlj«rYz	f«mÈIlj«rYzd	18	familiarize	familiarized	reg
flÈÃf	flÈÃft	18	fluff	fluffed	reg
nÈQS	nÈQSt	18	gnash	gnashed	reg
grÈuv	grÈuvd	18	groove	grooved	reg
h«lÈusInet	h«lÈusInet«d	18	hallucinate	hallucinated	reg
hjÈu	hjÈud	18	hew	hewed	reg
hÈIkÃp	hÈIkÃpt	18	hiccup	hiccupped	reg
IndÈaktrInet	IndÈaktrInet«d	18	indoctrinate	indoctrinated	reg
lÈQns	lÈQnst	18	lance	lanced	reg
liÈez	liÈezd	18	liaise	liaised	reg
mÈQnhQnd«l	mÈQnhQnd«ld	18	manhandle	manhandled	reg
mjÈu	mjÈud	18	mew	mewed	reg
mÈuC	mÈuCt	18	mooch	mooched	reg
mÈut	mÈut«d	18	moot	mooted	reg
Èabviet	Èabviet«d	18	obviate	obviated	reg
WtlÈQst	WtlÈQst«d	18	outlast	outlasted	reg
pÈer«di	pÈer«did	18	parody	parodied	reg
pÈil	pÈild	18	peal	pealed	reg
pÈIlIJ	pÈIlIJd	18	pillage	pillaged	reg
priIgzÈIst	priIgzÈIst«d	18	pre-exist	pre-existed	reg
kwÈIb«l	kwÈIb«ld	18	quibble	quibbled	reg
kwÈY«t	kwÈY«t«d	18	quiet	quieted	reg
rÈQNk«l	rÈQNk«ld	18	rankle	rankled	reg
ri«JÈÃst	ri«JÈÃst«d	18	readjust	readjusted	reg
riCÈarJ	riCÈarJd	18	recharge	recharged	reg
riImbÈÕs	riImbÈÕst	18	reimburse	reimbursed	reg
rÈIJ	rÈIJd	18	ridge	ridged	reg
romÈQntIsYz	romÈQntIsYzd	18	romanticize	romanticized	reg
skÈWt	skÈWt«d	18	scout	scouted	reg
SÈÕk	SÈÕkt	18	shirk	shirked	reg
sÈIv	sÈIvd	18	sieve	sieved	reg
sÈInJ	sÈInJd	18	singe	singed	reg
slÈabÕ	slÈabÕd	18	slobber	slobbered	reg
sÈop	sÈopt	18	soap	soaped	reg
spÈÃtÕ	spÈÃtÕd	18	sputter	sputtered	reg
